"date/time (SER UTC+1,00)",Debit[l/s]
8.3.2015 04:50:00,39
8.3.2015 04:55:00,40
8.3.2015 05:00:00,42
8.3.2015 05:05:00,40
8.3.2015 05:10:00,39
8.3.2015 05:15:00,39
8.3.2015 05:20:00,36
8.3.2015 05:25:00,37
8.3.2015 05:30:00,37
8.3.2015 05:35:00,37
8.3.2015 05:40:00,36
8.3.2015 05:45:00,40
8.3.2015 05:50:00,38
8.3.2015 05:55:00,36
8.3.2015 06:00:00,35
8.3.2015 06:05:00,37
8.3.2015 06:10:00,37
8.3.2015 06:15:00,36
8.3.2015 06:20:00,38
8.3.2015 06:25:00,36
8.3.2015 06:30:00,38
8.3.2015 06:35:00,38
8.3.2015 06:40:00,37
8.3.2015 06:45:00,41
8.3.2015 06:50:00,43
8.3.2015 06:55:00,41
8.3.2015 07:00:00,40
8.3.2015 07:05:00,40
8.3.2015 07:10:00,41
8.3.2015 07:15:00,44
8.3.2015 07:20:00,40
8.3.2015 07:25:00,44
8.3.2015 07:30:00,45
8.3.2015 07:35:00,45
8.3.2015 07:40:00,44
8.3.2015 07:45:00,47
8.3.2015 07:50:00,49
8.3.2015 07:55:00,50
8.3.2015 08:00:00,53
8.3.2015 08:05:00,52
8.3.2015 08:10:00,57
8.3.2015 08:15:00,61
8.3.2015 08:20:00,61
8.3.2015 08:25:00,65
8.3.2015 08:30:00,66
8.3.2015 08:35:00,69
8.3.2015 08:40:00,74
8.3.2015 08:45:00,76
8.3.2015 08:50:00,77
8.3.2015 08:55:00,79
8.3.2015 09:00:00,82
8.3.2015 09:05:00,88
8.3.2015 09:10:00,88
8.3.2015 09:15:00,88
8.3.2015 09:20:00,99
8.3.2015 09:25:00,95
8.3.2015 09:30:00,106
8.3.2015 09:35:00,108
8.3.2015 09:40:00,113
8.3.2015 09:45:00,110
8.3.2015 09:50:00,117
8.3.2015 09:55:00,114
8.3.2015 10:00:00,115
8.3.2015 10:05:00,121
8.3.2015 10:10:00,120
8.3.2015 10:15:00,120
8.3.2015 10:20:00,126
8.3.2015 10:25:00,127
8.3.2015 10:30:00,130
8.3.2015 10:35:00,132
8.3.2015 10:40:00,130
8.3.2015 10:45:00,134
8.3.2015 10:50:00,137
8.3.2015 10:55:00,133
8.3.2015 11:00:00,137
8.3.2015 11:05:00,144
8.3.2015 11:10:00,141
8.3.2015 11:15:00,139
8.3.2015 11:20:00,139
8.3.2015 11:25:00,138
8.3.2015 11:30:00,137
8.3.2015 11:35:00,136
8.3.2015 11:40:00,131
8.3.2015 11:45:00,134
8.3.2015 11:50:00,132
8.3.2015 11:55:00,130
8.3.2015 12:00:00,130
8.3.2015 12:05:00,126
8.3.2015 12:10:00,124
8.3.2015 12:15:00,129
8.3.2015 12:20:00,124
8.3.2015 12:25:00,127
8.3.2015 12:30:00,127
8.3.2015 12:35:00,123
8.3.2015 12:40:00,121
8.3.2015 12:45:00,119
8.3.2015 12:50:00,113
8.3.2015 12:55:00,119
8.3.2015 13:00:00,115
8.3.2015 13:05:00,117
8.3.2015 13:10:00,122
8.3.2015 13:15:00,117
8.3.2015 13:20:00,107
8.3.2015 13:25:00,111
8.3.2015 13:30:00,109
8.3.2015 13:35:00,107
8.3.2015 13:40:00,107
8.3.2015 13:45:00,105
8.3.2015 13:50:00,105
8.3.2015 13:55:00,105
8.3.2015 14:00:00,107
8.3.2015 14:05:00,102
8.3.2015 14:10:00,103
8.3.2015 14:15:00,103
8.3.2015 14:20:00,98
8.3.2015 14:25:00,95
8.3.2015 14:30:00,91
8.3.2015 14:35:00,96
8.3.2015 14:40:00,96
8.3.2015 14:45:00,96
8.3.2015 14:50:00,94
8.3.2015 14:55:00,94
8.3.2015 15:00:00,91
8.3.2015 15:05:00,92
8.3.2015 15:10:00,92
8.3.2015 15:15:00,89
8.3.2015 15:20:00,85
8.3.2015 15:25:00,88
8.3.2015 15:30:00,90
8.3.2015 15:35:00,91
8.3.2015 15:40:00,86
8.3.2015 15:45:00,88
8.3.2015 15:50:00,88
8.3.2015 15:55:00,85
8.3.2015 16:00:00,88
8.3.2015 16:05:00,90
8.3.2015 16:10:00,89
8.3.2015 16:15:00,85
8.3.2015 16:20:00,86
8.3.2015 16:25:00,85
8.3.2015 16:30:00,85
8.3.2015 16:35:00,84
8.3.2015 16:40:00,85
8.3.2015 16:45:00,83
8.3.2015 16:50:00,84
8.3.2015 16:55:00,86
8.3.2015 17:00:00,86
8.3.2015 17:05:00,83
8.3.2015 17:10:00,82
8.3.2015 17:15:00,83
8.3.2015 17:20:00,84
8.3.2015 17:25:00,83
8.3.2015 17:30:00,85
8.3.2015 17:35:00,88
8.3.2015 17:40:00,86
8.3.2015 17:45:00,85
8.3.2015 17:50:00,87
8.3.2015 17:55:00,86
8.3.2015 18:00:00,91
8.3.2015 18:05:00,90
8.3.2015 18:10:00,94
8.3.2015 18:15:00,91
8.3.2015 18:20:00,92
8.3.2015 18:25:00,91
8.3.2015 18:30:00,92
8.3.2015 18:35:00,95
8.3.2015 18:40:00,94
8.3.2015 18:45:00,101
8.3.2015 18:50:00,96
8.3.2015 18:55:00,95
8.3.2015 19:00:00,100
8.3.2015 19:05:00,103
8.3.2015 19:10:00,109
8.3.2015 19:15:00,102
8.3.2015 19:20:00,104
8.3.2015 19:25:00,103
8.3.2015 19:30:00,113
8.3.2015 19:35:00,112
8.3.2015 19:40:00,111
8.3.2015 19:45:00,108
8.3.2015 19:50:00,103
8.3.2015 19:55:00,108
8.3.2015 20:00:00,107
8.3.2015 20:05:00,106
8.3.2015 20:10:00,114
8.3.2015 20:15:00,114
8.3.2015 20:20:00,112
8.3.2015 20:25:00,113
8.3.2015 20:30:00,114
8.3.2015 20:35:00,112
8.3.2015 20:40:00,107
8.3.2015 20:45:00,112
8.3.2015 20:50:00,109
8.3.2015 20:55:00,100
8.3.2015 21:00:00,103
8.3.2015 21:05:00,100
8.3.2015 21:10:00,104
8.3.2015 21:15:00,104
8.3.2015 21:20:00,104
8.3.2015 21:25:00,102
8.3.2015 21:30:00,95
8.3.2015 21:35:00,94
8.3.2015 21:40:00,93
8.3.2015 21:45:00,91
8.3.2015 21:50:00,92
8.3.2015 21:55:00,90
8.3.2015 22:00:00,91
8.3.2015 22:05:00,89
8.3.2015 22:10:00,88
8.3.2015 22:15:00,85
8.3.2015 22:20:00,88
8.3.2015 22:25:00,85
8.3.2015 22:30:00,86
8.3.2015 22:35:00,84
8.3.2015 22:40:00,86
8.3.2015 22:45:00,84
8.3.2015 22:50:00,86
8.3.2015 22:55:00,83
8.3.2015 23:00:00,87
8.3.2015 23:05:00,83
8.3.2015 23:10:00,83
8.3.2015 23:15:00,82
8.3.2015 23:20:00,83
8.3.2015 23:25:00,78
8.3.2015 23:30:00,76
8.3.2015 23:35:00,75
8.3.2015 23:40:00,71
8.3.2015 23:45:00,70
8.3.2015 23:50:00,70
8.3.2015 23:55:00,70
9.3.2015 00:00:00,66
9.3.2015 00:05:00,70
9.3.2015 00:10:00,67
9.3.2015 00:15:00,65
9.3.2015 00:20:00,62
9.3.2015 00:25:00,62
9.3.2015 00:30:00,61
9.3.2015 00:35:00,59
9.3.2015 00:40:00,57
9.3.2015 00:45:00,57
9.3.2015 00:50:00,56
9.3.2015 00:55:00,56
9.3.2015 01:00:00,55
9.3.2015 01:05:00,54
9.3.2015 01:10:00,54
9.3.2015 01:15:00,54
9.3.2015 01:20:00,53
9.3.2015 01:25:00,51
9.3.2015 01:30:00,50
9.3.2015 01:35:00,51
9.3.2015 01:40:00,51
9.3.2015 01:45:00,50
9.3.2015 01:50:00,51
9.3.2015 01:55:00,48
9.3.2015 02:00:00,50
9.3.2015 02:05:00,47
9.3.2015 02:10:00,49
9.3.2015 02:15:00,46
9.3.2015 02:20:00,45
9.3.2015 02:25:00,47
9.3.2015 02:30:00,45
9.3.2015 02:35:00,44
9.3.2015 02:40:00,46
9.3.2015 02:45:00,46
9.3.2015 02:50:00,44
9.3.2015 02:55:00,47
9.3.2015 03:00:00,45
9.3.2015 03:05:00,43
9.3.2015 03:10:00,46
9.3.2015 03:15:00,45
9.3.2015 03:20:00,44
9.3.2015 03:25:00,42
9.3.2015 03:30:00,40
9.3.2015 03:35:00,40
9.3.2015 03:40:00,43
9.3.2015 03:45:00,56
9.3.2015 03:50:00,66
9.3.2015 03:55:00,69
9.3.2015 04:00:00,54
9.3.2015 04:05:00,40
9.3.2015 04:10:00,38
9.3.2015 04:15:00,41
9.3.2015 04:20:00,38
9.3.2015 04:25:00,38
9.3.2015 04:30:00,36
9.3.2015 04:35:00,37
9.3.2015 04:40:00,40
9.3.2015 04:45:00,40
9.3.2015 04:50:00,36
9.3.2015 04:55:00,38
9.3.2015 05:00:00,39
9.3.2015 05:05:00,36
9.3.2015 05:10:00,38
9.3.2015 05:15:00,38
9.3.2015 05:20:00,39
9.3.2015 05:25:00,38
9.3.2015 05:30:00,38
9.3.2015 05:35:00,39
9.3.2015 05:40:00,35
9.3.2015 05:45:00,38
9.3.2015 05:50:00,40
9.3.2015 05:55:00,38
9.3.2015 06:00:00,37
9.3.2015 06:05:00,41
9.3.2015 06:10:00,38
9.3.2015 06:15:00,38
9.3.2015 06:20:00,43
9.3.2015 06:25:00,40
9.3.2015 06:30:00,43
9.3.2015 06:35:00,49
9.3.2015 06:40:00,49
9.3.2015 06:45:00,51
9.3.2015 06:50:00,53
9.3.2015 06:55:00,57
9.3.2015 07:00:00,62
9.3.2015 07:05:00,67
9.3.2015 07:10:00,70
9.3.2015 07:15:00,80
9.3.2015 07:20:00,86
9.3.2015 07:25:00,90
9.3.2015 07:30:00,100
9.3.2015 07:35:00,111
9.3.2015 07:40:00,121
9.3.2015 07:45:00,127
9.3.2015 07:50:00,132
9.3.2015 07:55:00,140
9.3.2015 08:00:00,140
9.3.2015 08:05:00,144
9.3.2015 08:10:00,142
9.3.2015 08:15:00,139
9.3.2015 08:20:00,144
9.3.2015 08:25:00,134
9.3.2015 08:30:00,139
9.3.2015 08:35:00,137
9.3.2015 08:40:00,130
9.3.2015 08:45:00,130
9.3.2015 08:50:00,129
9.3.2015 08:55:00,125
9.3.2015 09:00:00,123
9.3.2015 09:05:00,122
9.3.2015 09:10:00,122
9.3.2015 09:15:00,120
9.3.2015 09:20:00,115
9.3.2015 09:25:00,117
9.3.2015 09:30:00,121
9.3.2015 09:35:00,115
9.3.2015 09:40:00,113
9.3.2015 09:45:00,109
9.3.2015 09:50:00,113
9.3.2015 09:55:00,117
9.3.2015 10:00:00,117
9.3.2015 10:05:00,113
9.3.2015 10:10:00,111
9.3.2015 10:15:00,111
9.3.2015 10:20:00,105
9.3.2015 10:25:00,106
9.3.2015 10:30:00,111
9.3.2015 10:35:00,112
9.3.2015 10:40:00,111
9.3.2015 10:45:00,105
9.3.2015 10:50:00,107
9.3.2015 10:55:00,110
9.3.2015 11:00:00,105
9.3.2015 11:05:00,100
9.3.2015 11:10:00,100
9.3.2015 11:15:00,102
9.3.2015 11:20:00,102
9.3.2015 11:25:00,102
9.3.2015 11:30:00,99
9.3.2015 11:35:00,97
9.3.2015 11:40:00,97
9.3.2015 11:45:00,98
9.3.2015 11:50:00,93
9.3.2015 11:55:00,93
9.3.2015 12:00:00,94
9.3.2015 12:05:00,97
9.3.2015 12:10:00,97
9.3.2015 12:15:00,95
9.3.2015 12:20:00,91
9.3.2015 12:25:00,95
9.3.2015 12:30:00,91
9.3.2015 12:35:00,94
9.3.2015 12:40:00,94
9.3.2015 12:45:00,91
9.3.2015 12:50:00,88
9.3.2015 12:55:00,91
9.3.2015 13:00:00,91
9.3.2015 13:05:00,92
9.3.2015 13:10:00,93
9.3.2015 13:15:00,91
9.3.2015 13:20:00,92
9.3.2015 13:25:00,94
9.3.2015 13:30:00,90
9.3.2015 13:35:00,90
9.3.2015 13:40:00,86
9.3.2015 13:45:00,88
9.3.2015 13:50:00,88
9.3.2015 13:55:00,86
9.3.2015 14:00:00,83
9.3.2015 14:05:00,88
9.3.2015 14:10:00,86
9.3.2015 14:15:00,87
9.3.2015 14:20:00,86
9.3.2015 14:25:00,85
9.3.2015 14:30:00,85
9.3.2015 14:35:00,86
9.3.2015 14:40:00,87
9.3.2015 14:45:00,86
9.3.2015 14:50:00,88
9.3.2015 14:55:00,86
9.3.2015 15:00:00,87
9.3.2015 15:05:00,85
9.3.2015 15:10:00,89
9.3.2015 15:15:00,85
9.3.2015 15:20:00,83
9.3.2015 15:25:00,83
9.3.2015 15:30:00,85
9.3.2015 15:35:00,84
9.3.2015 15:40:00,82
9.3.2015 15:45:00,82
9.3.2015 15:50:00,84
9.3.2015 15:55:00,84
9.3.2015 16:00:00,80
9.3.2015 16:05:00,85
9.3.2015 16:10:00,79
9.3.2015 16:15:00,81
9.3.2015 16:20:00,81
9.3.2015 16:25:00,82
9.3.2015 16:30:00,82
9.3.2015 16:35:00,79
9.3.2015 16:40:00,79
9.3.2015 16:45:00,78
9.3.2015 16:50:00,83
9.3.2015 16:55:00,83
9.3.2015 17:00:00,82
9.3.2015 17:05:00,84
9.3.2015 17:10:00,83
9.3.2015 17:15:00,83
9.3.2015 17:20:00,78
9.3.2015 17:25:00,81
9.3.2015 17:30:00,82
9.3.2015 17:35:00,81
9.3.2015 17:40:00,81
9.3.2015 17:45:00,82
9.3.2015 17:50:00,82
9.3.2015 17:55:00,84
9.3.2015 18:00:00,79
9.3.2015 18:05:00,83
9.3.2015 18:10:00,85
9.3.2015 18:15:00,85
9.3.2015 18:20:00,83
9.3.2015 18:25:00,85
9.3.2015 18:30:00,86
9.3.2015 18:35:00,86
9.3.2015 18:40:00,85
9.3.2015 18:45:00,88
9.3.2015 18:50:00,89
9.3.2015 18:55:00,92
9.3.2015 19:00:00,90
9.3.2015 19:05:00,94
9.3.2015 19:10:00,92
9.3.2015 19:15:00,93
9.3.2015 19:20:00,94
9.3.2015 19:25:00,94
9.3.2015 19:30:00,92
9.3.2015 19:35:00,97
9.3.2015 19:40:00,95
9.3.2015 19:45:00,103
9.3.2015 19:50:00,97
9.3.2015 19:55:00,99
9.3.2015 20:00:00,102
9.3.2015 20:05:00,101
9.3.2015 20:10:00,99
9.3.2015 20:15:00,102
9.3.2015 20:20:00,103
9.3.2015 20:25:00,104
9.3.2015 20:30:00,102
9.3.2015 20:35:00,101
9.3.2015 20:40:00,100
9.3.2015 20:45:00,100
9.3.2015 20:50:00,100
9.3.2015 20:55:00,100
9.3.2015 21:00:00,100
9.3.2015 21:05:00,99
9.3.2015 21:10:00,95
9.3.2015 21:15:00,92
9.3.2015 21:20:00,91
9.3.2015 21:25:00,88
9.3.2015 21:30:00,89
9.3.2015 21:35:00,85
9.3.2015 21:40:00,89
9.3.2015 21:45:00,89
9.3.2015 21:50:00,89
9.3.2015 21:55:00,86
9.3.2015 22:00:00,85
9.3.2015 22:05:00,83
9.3.2015 22:10:00,86
9.3.2015 22:15:00,84
9.3.2015 22:20:00,83
9.3.2015 22:25:00,86
9.3.2015 22:30:00,86
9.3.2015 22:35:00,85
9.3.2015 22:40:00,85
9.3.2015 22:45:00,82
9.3.2015 22:50:00,80
9.3.2015 22:55:00,79
9.3.2015 23:00:00,74
9.3.2015 23:05:00,77
9.3.2015 23:10:00,81
9.3.2015 23:15:00,81
9.3.2015 23:20:00,78
9.3.2015 23:25:00,76
9.3.2015 23:30:00,75
9.3.2015 23:35:00,74
9.3.2015 23:40:00,72
9.3.2015 23:45:00,76
9.3.2015 23:50:00,69
9.3.2015 23:55:00,69
10.3.2015 00:00:00,67
10.3.2015 00:05:00,67
10.3.2015 00:10:00,65
10.3.2015 00:15:00,64
10.3.2015 00:20:00,66
10.3.2015 00:25:00,65
10.3.2015 00:30:00,63
10.3.2015 00:35:00,60
10.3.2015 00:40:00,59
10.3.2015 00:45:00,57
10.3.2015 00:50:00,58
10.3.2015 00:55:00,56
10.3.2015 01:00:00,54
10.3.2015 01:05:00,52
10.3.2015 01:10:00,52
10.3.2015 01:15:00,49
10.3.2015 01:20:00,51
10.3.2015 01:25:00,51
10.3.2015 01:30:00,51
10.3.2015 01:35:00,50
10.3.2015 01:40:00,50
10.3.2015 01:45:00,49
10.3.2015 01:50:00,47
10.3.2015 01:55:00,46
10.3.2015 02:00:00,46
10.3.2015 02:05:00,46
10.3.2015 02:10:00,44
10.3.2015 02:15:00,45
10.3.2015 02:20:00,44
10.3.2015 02:25:00,45
10.3.2015 02:30:00,45
10.3.2015 02:35:00,44
10.3.2015 02:40:00,47
10.3.2015 02:45:00,45
10.3.2015 02:50:00,44
10.3.2015 02:55:00,43
10.3.2015 03:00:00,44
10.3.2015 03:05:00,48
10.3.2015 03:10:00,44
10.3.2015 03:15:00,45
10.3.2015 03:20:00,42
10.3.2015 03:25:00,43
10.3.2015 03:30:00,42
10.3.2015 03:35:00,38
10.3.2015 03:40:00,42
10.3.2015 03:45:00,41
10.3.2015 03:50:00,41
10.3.2015 03:55:00,40
10.3.2015 04:00:00,43
10.3.2015 04:05:00,43
10.3.2015 04:10:00,41
10.3.2015 04:15:00,37
10.3.2015 04:20:00,40
10.3.2015 04:25:00,38
10.3.2015 04:30:00,38
10.3.2015 04:35:00,36
10.3.2015 04:40:00,37
10.3.2015 04:45:00,36
10.3.2015 04:50:00,37
10.3.2015 04:55:00,40
10.3.2015 05:00:00,38
10.3.2015 05:05:00,38
10.3.2015 05:10:00,37
10.3.2015 05:15:00,35
10.3.2015 05:20:00,36
10.3.2015 05:25:00,36
10.3.2015 05:30:00,36
10.3.2015 05:35:00,36
10.3.2015 05:40:00,36
10.3.2015 05:45:00,40
10.3.2015 05:50:00,40
10.3.2015 05:55:00,40
10.3.2015 06:00:00,40
10.3.2015 06:05:00,38
10.3.2015 06:10:00,41
10.3.2015 06:15:00,41
10.3.2015 06:20:00,44
10.3.2015 06:25:00,47
10.3.2015 06:30:00,49
10.3.2015 06:35:00,52
10.3.2015 06:40:00,55
10.3.2015 06:45:00,60
10.3.2015 06:50:00,63
10.3.2015 06:55:00,65
10.3.2015 07:00:00,75
10.3.2015 07:05:00,79
10.3.2015 07:10:00,81
10.3.2015 07:15:00,91
10.3.2015 07:20:00,102
10.3.2015 07:25:00,111
10.3.2015 07:30:00,116
10.3.2015 07:35:00,120
10.3.2015 07:40:00,129
10.3.2015 07:45:00,131
10.3.2015 07:50:00,135
10.3.2015 07:55:00,144
10.3.2015 08:00:00,143
10.3.2015 08:05:00,143
10.3.2015 08:10:00,146
10.3.2015 08:15:00,146
10.3.2015 08:20:00,145
10.3.2015 08:25:00,140
10.3.2015 08:30:00,145
10.3.2015 08:35:00,138
10.3.2015 08:40:00,139
10.3.2015 08:45:00,137
10.3.2015 08:50:00,126
10.3.2015 08:55:00,125
10.3.2015 09:00:00,123
10.3.2015 09:05:00,122
10.3.2015 09:10:00,120
10.3.2015 09:15:00,117
10.3.2015 09:20:00,117
10.3.2015 09:25:00,129
10.3.2015 09:30:00,125
10.3.2015 09:35:00,118
10.3.2015 09:40:00,114
10.3.2015 09:45:00,110
10.3.2015 09:50:00,107
10.3.2015 09:55:00,109
10.3.2015 10:00:00,109
10.3.2015 10:05:00,106
10.3.2015 10:10:00,105
10.3.2015 10:15:00,105
10.3.2015 10:20:00,105
10.3.2015 10:25:00,103
10.3.2015 10:30:00,104
10.3.2015 10:35:00,102
10.3.2015 10:40:00,103
10.3.2015 10:45:00,100
10.3.2015 10:50:00,100
10.3.2015 10:55:00,98
10.3.2015 11:00:00,97
10.3.2015 11:05:00,98
10.3.2015 11:10:00,98
10.3.2015 11:15:00,118
10.3.2015 11:20:00,113
10.3.2015 11:25:00,103
10.3.2015 11:30:00,103
10.3.2015 11:35:00,103
10.3.2015 11:40:00,111
10.3.2015 11:45:00,114
10.3.2015 11:50:00,103
10.3.2015 11:55:00,98
10.3.2015 12:00:00,95
10.3.2015 12:05:00,98
10.3.2015 12:10:00,94
10.3.2015 12:15:00,92
10.3.2015 12:20:00,91
10.3.2015 12:25:00,91
10.3.2015 12:30:00,97
10.3.2015 12:35:00,91
10.3.2015 12:40:00,88
10.3.2015 12:45:00,88
10.3.2015 12:50:00,86
10.3.2015 12:55:00,89
10.3.2015 13:00:00,90
10.3.2015 13:05:00,88
10.3.2015 13:10:00,89
10.3.2015 13:15:00,89
10.3.2015 13:20:00,86
10.3.2015 13:25:00,89
10.3.2015 13:30:00,89
10.3.2015 13:35:00,89
10.3.2015 13:40:00,89
10.3.2015 13:45:00,86
10.3.2015 13:50:00,86
10.3.2015 13:55:00,87
10.3.2015 14:00:00,91
10.3.2015 14:05:00,86
10.3.2015 14:10:00,84
10.3.2015 14:15:00,87
10.3.2015 14:20:00,85
10.3.2015 14:25:00,86
10.3.2015 14:30:00,90
10.3.2015 14:35:00,87
10.3.2015 14:40:00,86
10.3.2015 14:45:00,83
10.3.2015 14:50:00,83
10.3.2015 14:55:00,86
10.3.2015 15:00:00,82
10.3.2015 15:05:00,85
10.3.2015 15:10:00,84
10.3.2015 15:15:00,85
10.3.2015 15:20:00,85
10.3.2015 15:25:00,87
10.3.2015 15:30:00,85
10.3.2015 15:35:00,83
10.3.2015 15:40:00,82
10.3.2015 15:45:00,82
10.3.2015 15:50:00,77
10.3.2015 15:55:00,82
10.3.2015 16:00:00,82
10.3.2015 16:05:00,84
10.3.2015 16:10:00,82
10.3.2015 16:15:00,78
10.3.2015 16:20:00,77
10.3.2015 16:25:00,79
10.3.2015 16:30:00,83
10.3.2015 16:35:00,83
10.3.2015 16:40:00,80
10.3.2015 16:45:00,79
10.3.2015 16:50:00,83
10.3.2015 16:55:00,81
10.3.2015 17:00:00,82
10.3.2015 17:05:00,79
10.3.2015 17:10:00,78
10.3.2015 17:15:00,78
10.3.2015 17:20:00,78
10.3.2015 17:25:00,79
10.3.2015 17:30:00,84
10.3.2015 17:35:00,81
10.3.2015 17:40:00,83
10.3.2015 17:45:00,83
10.3.2015 17:50:00,85
10.3.2015 17:55:00,82
10.3.2015 18:00:00,82
10.3.2015 18:05:00,82
10.3.2015 18:10:00,86
10.3.2015 18:15:00,81
10.3.2015 18:20:00,83
10.3.2015 18:25:00,83
10.3.2015 18:30:00,84
10.3.2015 18:35:00,87
10.3.2015 18:40:00,88
10.3.2015 18:45:00,88
10.3.2015 18:50:00,89
10.3.2015 18:55:00,89
10.3.2015 19:00:00,88
10.3.2015 19:05:00,92
10.3.2015 19:10:00,91
10.3.2015 19:15:00,94
10.3.2015 19:20:00,94
10.3.2015 19:25:00,95
10.3.2015 19:30:00,100
10.3.2015 19:35:00,95
10.3.2015 19:40:00,95
10.3.2015 19:45:00,97
10.3.2015 19:50:00,97
10.3.2015 19:55:00,94
10.3.2015 20:00:00,100
10.3.2015 20:05:00,101
10.3.2015 20:10:00,102
10.3.2015 20:15:00,102
10.3.2015 20:20:00,100
10.3.2015 20:25:00,102
10.3.2015 20:30:00,105
10.3.2015 20:35:00,102
10.3.2015 20:40:00,96
10.3.2015 20:45:00,100
10.3.2015 20:50:00,105
10.3.2015 20:55:00,101
10.3.2015 21:00:00,94
10.3.2015 21:05:00,97
10.3.2015 21:10:00,100
10.3.2015 21:15:00,99
10.3.2015 21:20:00,96
10.3.2015 21:25:00,94
10.3.2015 21:30:00,91
10.3.2015 21:35:00,87
10.3.2015 21:40:00,86
10.3.2015 21:45:00,86
10.3.2015 21:50:00,86
10.3.2015 21:55:00,86
10.3.2015 22:00:00,86
10.3.2015 22:05:00,85
10.3.2015 22:10:00,88
10.3.2015 22:15:00,88
10.3.2015 22:20:00,85
10.3.2015 22:25:00,85
10.3.2015 22:30:00,85
10.3.2015 22:35:00,84
10.3.2015 22:40:00,83
10.3.2015 22:45:00,89
10.3.2015 22:50:00,85
10.3.2015 22:55:00,86
10.3.2015 23:00:00,85
10.3.2015 23:05:00,82
10.3.2015 23:10:00,79
10.3.2015 23:15:00,83
10.3.2015 23:20:00,79
10.3.2015 23:25:00,79
10.3.2015 23:30:00,78
10.3.2015 23:35:00,77
10.3.2015 23:40:00,75
10.3.2015 23:45:00,74
10.3.2015 23:50:00,70
10.3.2015 23:55:00,69
11.3.2015 00:00:00,67
11.3.2015 00:05:00,67
11.3.2015 00:10:00,67
11.3.2015 00:15:00,65
11.3.2015 00:20:00,65
11.3.2015 00:25:00,63
11.3.2015 00:30:00,61
11.3.2015 00:35:00,61
11.3.2015 00:40:00,59
11.3.2015 00:45:00,59
11.3.2015 00:50:00,56
11.3.2015 00:55:00,56
11.3.2015 01:00:00,56
11.3.2015 01:05:00,54
11.3.2015 01:10:00,53
11.3.2015 01:15:00,51
11.3.2015 01:20:00,51
11.3.2015 01:25:00,53
11.3.2015 01:30:00,50
11.3.2015 01:35:00,49
11.3.2015 01:40:00,48
11.3.2015 01:45:00,49
11.3.2015 01:50:00,47
11.3.2015 01:55:00,45
11.3.2015 02:00:00,45
11.3.2015 02:05:00,45
11.3.2015 02:10:00,43
11.3.2015 02:15:00,44
11.3.2015 02:20:00,44
11.3.2015 02:25:00,45
11.3.2015 02:30:00,46
11.3.2015 02:35:00,44
11.3.2015 02:40:00,45
11.3.2015 02:45:00,47
11.3.2015 02:50:00,46
11.3.2015 02:55:00,43
11.3.2015 03:00:00,44
11.3.2015 03:05:00,43
11.3.2015 03:10:00,43
11.3.2015 03:15:00,45
11.3.2015 03:20:00,40
11.3.2015 03:25:00,40
11.3.2015 03:30:00,38
11.3.2015 03:35:00,40
11.3.2015 03:40:00,40
11.3.2015 03:45:00,41
11.3.2015 03:50:00,38
11.3.2015 03:55:00,40
11.3.2015 04:00:00,40
11.3.2015 04:05:00,40
11.3.2015 04:10:00,41
11.3.2015 04:15:00,43
11.3.2015 04:20:00,38
11.3.2015 04:25:00,38
11.3.2015 04:30:00,38
11.3.2015 04:35:00,37
11.3.2015 04:40:00,38
11.3.2015 04:45:00,35
11.3.2015 04:50:00,35
11.3.2015 04:55:00,32
11.3.2015 05:00:00,33
11.3.2015 05:05:00,35
11.3.2015 05:10:00,36
11.3.2015 05:15:00,41
11.3.2015 05:20:00,36
11.3.2015 05:25:00,36
11.3.2015 05:30:00,36
11.3.2015 05:35:00,38
11.3.2015 05:40:00,36
11.3.2015 05:45:00,37
11.3.2015 05:50:00,35
11.3.2015 05:55:00,36
11.3.2015 06:00:00,37
11.3.2015 06:05:00,37
11.3.2015 06:10:00,39
11.3.2015 06:15:00,40
11.3.2015 06:20:00,43
11.3.2015 06:25:00,41
11.3.2015 06:30:00,46
11.3.2015 06:35:00,46
11.3.2015 06:40:00,50
11.3.2015 06:45:00,51
11.3.2015 06:50:00,54
11.3.2015 06:55:00,56
11.3.2015 07:00:00,57
11.3.2015 07:05:00,62
11.3.2015 07:10:00,63
11.3.2015 07:15:00,73
11.3.2015 07:20:00,82
11.3.2015 07:25:00,85
11.3.2015 07:30:00,95
11.3.2015 07:35:00,109
11.3.2015 07:40:00,113
11.3.2015 07:45:00,121
11.3.2015 07:50:00,130
11.3.2015 07:55:00,134
11.3.2015 08:00:00,144
11.3.2015 08:05:00,141
11.3.2015 08:10:00,141
11.3.2015 08:15:00,143
11.3.2015 08:20:00,141
11.3.2015 08:25:00,137
11.3.2015 08:30:00,137
11.3.2015 08:35:00,137
11.3.2015 08:40:00,128
11.3.2015 08:45:00,125
11.3.2015 08:50:00,127
11.3.2015 08:55:00,126
11.3.2015 09:00:00,127
11.3.2015 09:05:00,127
11.3.2015 09:10:00,124
11.3.2015 09:15:00,127
11.3.2015 09:20:00,118
11.3.2015 09:25:00,118
11.3.2015 09:30:00,118
11.3.2015 09:35:00,115
11.3.2015 09:40:00,117
11.3.2015 09:45:00,111
11.3.2015 09:50:00,111
11.3.2015 09:55:00,114
11.3.2015 10:00:00,113
11.3.2015 10:05:00,111
11.3.2015 10:10:00,115
11.3.2015 10:15:00,117
11.3.2015 10:20:00,115
