"date/time (SER UTC+1,00)",Debit[l/s]
11.3.2015 10:25:00,111
11.3.2015 10:30:00,107
11.3.2015 10:35:00,110
11.3.2015 10:40:00,107
11.3.2015 10:45:00,104
11.3.2015 10:50:00,102
11.3.2015 10:55:00,103
11.3.2015 11:00:00,102
11.3.2015 11:05:00,101
11.3.2015 11:10:00,95
11.3.2015 11:15:00,97
11.3.2015 11:20:00,100
11.3.2015 11:25:00,97
11.3.2015 11:30:00,101
11.3.2015 11:35:00,97
11.3.2015 11:40:00,95
11.3.2015 11:45:00,97
11.3.2015 11:50:00,97
11.3.2015 11:55:00,96
11.3.2015 12:00:00,96
11.3.2015 12:05:00,95
11.3.2015 12:10:00,91
11.3.2015 12:15:00,91
11.3.2015 12:20:00,92
11.3.2015 12:25:00,123
11.3.2015 12:30:00,124
11.3.2015 12:35:00,105
11.3.2015 12:40:00,91
11.3.2015 12:45:00,87
11.3.2015 12:50:00,92
11.3.2015 12:55:00,92
11.3.2015 13:00:00,90
11.3.2015 13:05:00,89
11.3.2015 13:10:00,86
11.3.2015 13:15:00,89
11.3.2015 13:20:00,88
11.3.2015 13:25:00,88
11.3.2015 13:30:00,85
11.3.2015 13:35:00,84
11.3.2015 13:40:00,89
11.3.2015 13:45:00,90
11.3.2015 13:50:00,92
11.3.2015 13:55:00,89
11.3.2015 14:00:00,91
11.3.2015 14:05:00,89
11.3.2015 14:10:00,92
11.3.2015 14:15:00,89
11.3.2015 14:20:00,90
11.3.2015 14:25:00,85
11.3.2015 14:30:00,88
11.3.2015 14:35:00,86
11.3.2015 14:40:00,86
11.3.2015 14:45:00,86
11.3.2015 14:50:00,83
11.3.2015 14:55:00,89
11.3.2015 15:00:00,87
11.3.2015 15:05:00,88
11.3.2015 15:10:00,85
11.3.2015 15:15:00,85
11.3.2015 15:20:00,86
11.3.2015 15:25:00,87
11.3.2015 15:30:00,88
11.3.2015 15:35:00,92
11.3.2015 15:40:00,88
11.3.2015 15:45:00,85
11.3.2015 15:50:00,82
11.3.2015 15:55:00,85
11.3.2015 16:00:00,82
11.3.2015 16:05:00,77
11.3.2015 16:10:00,81
11.3.2015 16:15:00,77
11.3.2015 16:20:00,79
11.3.2015 16:25:00,78
11.3.2015 16:30:00,81
11.3.2015 16:35:00,81
11.3.2015 16:40:00,82
11.3.2015 16:45:00,79
11.3.2015 16:50:00,82
11.3.2015 16:55:00,79
11.3.2015 17:00:00,78
11.3.2015 17:05:00,79
11.3.2015 17:10:00,77
11.3.2015 17:15:00,76
11.3.2015 17:20:00,76
11.3.2015 17:25:00,79
11.3.2015 17:30:00,79
11.3.2015 17:35:00,81
11.3.2015 17:40:00,81
11.3.2015 17:45:00,84
11.3.2015 17:50:00,82
11.3.2015 17:55:00,83
11.3.2015 18:00:00,83
11.3.2015 18:05:00,83
11.3.2015 18:10:00,82
11.3.2015 18:15:00,84
11.3.2015 18:20:00,88
11.3.2015 18:25:00,86
11.3.2015 18:30:00,83
11.3.2015 18:35:00,86
11.3.2015 18:40:00,87
11.3.2015 18:45:00,88
11.3.2015 18:50:00,88
11.3.2015 18:55:00,88
11.3.2015 19:00:00,90
11.3.2015 19:05:00,91
11.3.2015 19:10:00,90
11.3.2015 19:15:00,91
11.3.2015 19:20:00,91
11.3.2015 19:25:00,92
11.3.2015 19:30:00,89
11.3.2015 19:35:00,92
11.3.2015 19:40:00,95
11.3.2015 19:45:00,100
11.3.2015 19:50:00,99
11.3.2015 19:55:00,98
11.3.2015 20:00:00,101
11.3.2015 20:05:00,100
11.3.2015 20:10:00,100
11.3.2015 20:15:00,97
11.3.2015 20:20:00,105
11.3.2015 20:25:00,105
11.3.2015 20:30:00,100
11.3.2015 20:35:00,102
11.3.2015 20:40:00,98
11.3.2015 20:45:00,100
11.3.2015 20:50:00,100
11.3.2015 20:55:00,99
11.3.2015 21:00:00,98
11.3.2015 21:05:00,97
11.3.2015 21:10:00,95
11.3.2015 21:15:00,99
11.3.2015 21:20:00,97
11.3.2015 21:25:00,98
11.3.2015 21:30:00,91
11.3.2015 21:35:00,89
11.3.2015 21:40:00,89
11.3.2015 21:45:00,89
11.3.2015 21:50:00,91
11.3.2015 21:55:00,91
11.3.2015 22:00:00,89
11.3.2015 22:05:00,87
11.3.2015 22:10:00,86
11.3.2015 22:15:00,85
11.3.2015 22:20:00,88
11.3.2015 22:25:00,89
11.3.2015 22:30:00,89
11.3.2015 22:35:00,86
11.3.2015 22:40:00,87
11.3.2015 22:45:00,81
11.3.2015 22:50:00,81
11.3.2015 22:55:00,82
11.3.2015 23:00:00,81
11.3.2015 23:05:00,78
11.3.2015 23:10:00,76
11.3.2015 23:15:00,76
11.3.2015 23:20:00,80
11.3.2015 23:25:00,77
11.3.2015 23:30:00,76
11.3.2015 23:35:00,73
11.3.2015 23:40:00,71
11.3.2015 23:45:00,69
11.3.2015 23:50:00,69
11.3.2015 23:55:00,69
12.3.2015 00:00:00,68
12.3.2015 00:05:00,65
12.3.2015 00:10:00,68
12.3.2015 00:15:00,69
12.3.2015 00:20:00,69
12.3.2015 00:25:00,67
12.3.2015 00:30:00,63
12.3.2015 00:35:00,62
12.3.2015 00:40:00,59
12.3.2015 00:45:00,56
12.3.2015 00:50:00,55
12.3.2015 00:55:00,55
12.3.2015 01:00:00,53
12.3.2015 01:05:00,54
12.3.2015 01:10:00,53
12.3.2015 01:15:00,51
12.3.2015 01:20:00,52
12.3.2015 01:25:00,51
12.3.2015 01:30:00,50
12.3.2015 01:35:00,49
12.3.2015 01:40:00,51
12.3.2015 01:45:00,47
12.3.2015 01:50:00,47
12.3.2015 01:55:00,48
12.3.2015 02:00:00,46
12.3.2015 02:05:00,44
12.3.2015 02:10:00,43
12.3.2015 02:15:00,46
12.3.2015 02:20:00,47
12.3.2015 02:25:00,45
12.3.2015 02:30:00,44
12.3.2015 02:35:00,46
12.3.2015 02:40:00,42
12.3.2015 02:45:00,45
12.3.2015 02:50:00,44
12.3.2015 02:55:00,44
12.3.2015 03:00:00,44
12.3.2015 03:05:00,41
12.3.2015 03:10:00,41
12.3.2015 03:15:00,41
12.3.2015 03:20:00,42
12.3.2015 03:25:00,43
12.3.2015 03:30:00,42
12.3.2015 03:35:00,40
12.3.2015 03:40:00,40
12.3.2015 03:45:00,38
12.3.2015 03:50:00,37
12.3.2015 03:55:00,37
12.3.2015 04:00:00,42
12.3.2015 04:05:00,39
12.3.2015 04:10:00,37
12.3.2015 04:15:00,39
12.3.2015 04:20:00,36
12.3.2015 04:25:00,35
12.3.2015 04:30:00,35
12.3.2015 04:35:00,35
12.3.2015 04:40:00,38
12.3.2015 04:45:00,36
12.3.2015 04:50:00,36
12.3.2015 04:55:00,38
12.3.2015 05:00:00,39
12.3.2015 05:05:00,36
12.3.2015 05:10:00,36
12.3.2015 05:15:00,35
12.3.2015 05:20:00,32
12.3.2015 05:25:00,32
12.3.2015 05:30:00,33
12.3.2015 05:35:00,32
12.3.2015 05:40:00,34
12.3.2015 05:45:00,32
12.3.2015 05:50:00,34
12.3.2015 05:55:00,33
12.3.2015 06:00:00,35
12.3.2015 06:05:00,37
12.3.2015 06:10:00,35
12.3.2015 06:15:00,39
12.3.2015 06:20:00,38
12.3.2015 06:25:00,38
12.3.2015 06:30:00,43
12.3.2015 06:35:00,46
12.3.2015 06:40:00,45
12.3.2015 06:45:00,49
12.3.2015 06:50:00,52
12.3.2015 06:55:00,53
12.3.2015 07:00:00,54
12.3.2015 07:05:00,60
12.3.2015 07:10:00,62
12.3.2015 07:15:00,73
12.3.2015 07:20:00,81
12.3.2015 07:25:00,94
12.3.2015 07:30:00,100
12.3.2015 07:35:00,115
12.3.2015 07:40:00,124
12.3.2015 07:45:00,124
12.3.2015 07:50:00,130
12.3.2015 07:55:00,138
12.3.2015 08:00:00,142
12.3.2015 08:05:00,145
12.3.2015 08:10:00,145
12.3.2015 08:15:00,143
12.3.2015 08:20:00,137
12.3.2015 08:25:00,139
12.3.2015 08:30:00,136
12.3.2015 08:35:00,137
12.3.2015 08:40:00,135
12.3.2015 08:45:00,133
12.3.2015 08:50:00,135
12.3.2015 08:55:00,130
12.3.2015 09:00:00,129
12.3.2015 09:05:00,130
12.3.2015 09:10:00,127
12.3.2015 09:15:00,123
12.3.2015 09:20:00,120
12.3.2015 09:25:00,119
12.3.2015 09:30:00,118
12.3.2015 09:35:00,117
12.3.2015 09:40:00,113
12.3.2015 09:45:00,115
12.3.2015 09:50:00,117
12.3.2015 09:55:00,119
12.3.2015 10:00:00,115
12.3.2015 10:05:00,115
12.3.2015 10:10:00,115
12.3.2015 10:15:00,113
12.3.2015 10:20:00,111
12.3.2015 10:25:00,107
12.3.2015 10:30:00,105
12.3.2015 10:35:00,110
12.3.2015 10:40:00,112
12.3.2015 10:45:00,110
12.3.2015 10:50:00,109
12.3.2015 10:55:00,104
12.3.2015 11:00:00,105
12.3.2015 11:05:00,100
12.3.2015 11:10:00,98
12.3.2015 11:15:00,100
12.3.2015 11:20:00,97
12.3.2015 11:25:00,95
12.3.2015 11:30:00,94
12.3.2015 11:35:00,95
12.3.2015 11:40:00,92
12.3.2015 11:45:00,94
12.3.2015 11:50:00,94
12.3.2015 11:55:00,93
12.3.2015 12:00:00,95
12.3.2015 12:05:00,94
12.3.2015 12:10:00,92
12.3.2015 12:15:00,91
12.3.2015 12:20:00,88
12.3.2015 12:25:00,94
12.3.2015 12:30:00,95
12.3.2015 12:35:00,92
12.3.2015 12:40:00,89
12.3.2015 12:45:00,89
12.3.2015 12:50:00,91
12.3.2015 12:55:00,91
12.3.2015 13:00:00,88
12.3.2015 13:05:00,92
12.3.2015 13:10:00,91
12.3.2015 13:15:00,88
12.3.2015 13:20:00,91
12.3.2015 13:25:00,89
12.3.2015 13:30:00,87
12.3.2015 13:35:00,88
12.3.2015 13:40:00,86
12.3.2015 13:45:00,85
12.3.2015 13:50:00,85
12.3.2015 13:55:00,85
12.3.2015 14:00:00,86
12.3.2015 14:05:00,83
12.3.2015 14:10:00,85
12.3.2015 14:15:00,88
12.3.2015 14:20:00,88
12.3.2015 14:25:00,86
12.3.2015 14:30:00,84
12.3.2015 14:35:00,86
12.3.2015 14:40:00,90
12.3.2015 14:45:00,87
12.3.2015 14:50:00,82
12.3.2015 14:55:00,82
12.3.2015 15:00:00,82
12.3.2015 15:05:00,82
12.3.2015 15:10:00,82
12.3.2015 15:15:00,79
12.3.2015 15:20:00,77
12.3.2015 15:25:00,79
12.3.2015 15:30:00,79
12.3.2015 15:35:00,78
12.3.2015 15:40:00,81
12.3.2015 15:45:00,79
12.3.2015 15:50:00,80
12.3.2015 15:55:00,82
12.3.2015 16:00:00,80
12.3.2015 16:05:00,82
12.3.2015 16:10:00,81
12.3.2015 16:15:00,79
12.3.2015 16:20:00,83
12.3.2015 16:25:00,85
12.3.2015 16:30:00,80
12.3.2015 16:35:00,81
12.3.2015 16:40:00,80
12.3.2015 16:45:00,77
12.3.2015 16:50:00,78
12.3.2015 16:55:00,81
12.3.2015 17:00:00,82
12.3.2015 17:05:00,79
12.3.2015 17:10:00,77
12.3.2015 17:15:00,77
12.3.2015 17:20:00,77
12.3.2015 17:25:00,77
12.3.2015 17:30:00,77
12.3.2015 17:35:00,73
12.3.2015 17:40:00,74
12.3.2015 17:45:00,75
12.3.2015 17:50:00,77
12.3.2015 17:55:00,78
12.3.2015 18:00:00,81
12.3.2015 18:05:00,79
12.3.2015 18:10:00,79
12.3.2015 18:15:00,82
12.3.2015 18:20:00,81
12.3.2015 18:25:00,83
12.3.2015 18:30:00,86
12.3.2015 18:35:00,87
12.3.2015 18:40:00,88
12.3.2015 18:45:00,85
12.3.2015 18:50:00,86
12.3.2015 18:55:00,88
12.3.2015 19:00:00,88
12.3.2015 19:05:00,87
12.3.2015 19:10:00,90
12.3.2015 19:15:00,92
12.3.2015 19:20:00,91
12.3.2015 19:25:00,91
12.3.2015 19:30:00,91
12.3.2015 19:35:00,95
12.3.2015 19:40:00,94
12.3.2015 19:45:00,94
12.3.2015 19:50:00,95
12.3.2015 19:55:00,93
12.3.2015 20:00:00,98
12.3.2015 20:05:00,100
12.3.2015 20:10:00,94
12.3.2015 20:15:00,95
12.3.2015 20:20:00,98
12.3.2015 20:25:00,94
12.3.2015 20:30:00,96
12.3.2015 20:35:00,97
12.3.2015 20:40:00,97
12.3.2015 20:45:00,98
12.3.2015 20:50:00,98
12.3.2015 20:55:00,96
12.3.2015 21:00:00,97
12.3.2015 21:05:00,94
12.3.2015 21:10:00,94
12.3.2015 21:15:00,91
12.3.2015 21:20:00,91
12.3.2015 21:25:00,92
12.3.2015 21:30:00,88
12.3.2015 21:35:00,94
12.3.2015 21:40:00,91
12.3.2015 21:45:00,89
12.3.2015 21:50:00,89
12.3.2015 21:55:00,89
12.3.2015 22:00:00,88
12.3.2015 22:05:00,88
12.3.2015 22:10:00,89
12.3.2015 22:15:00,89
12.3.2015 22:20:00,83
12.3.2015 22:25:00,87
12.3.2015 22:30:00,89
12.3.2015 22:35:00,82
12.3.2015 22:40:00,85
12.3.2015 22:45:00,85
12.3.2015 22:50:00,83
12.3.2015 22:55:00,82
12.3.2015 23:00:00,84
12.3.2015 23:05:00,83
12.3.2015 23:10:00,84
12.3.2015 23:15:00,79
12.3.2015 23:20:00,80
12.3.2015 23:25:00,76
12.3.2015 23:30:00,75
12.3.2015 23:35:00,73
12.3.2015 23:40:00,71
12.3.2015 23:45:00,71
12.3.2015 23:50:00,71
12.3.2015 23:55:00,68
13.3.2015 00:00:00,67
13.3.2015 00:05:00,68
13.3.2015 00:10:00,68
13.3.2015 00:15:00,61
13.3.2015 00:20:00,63
13.3.2015 00:25:00,62
13.3.2015 00:30:00,61
13.3.2015 00:35:00,60
13.3.2015 00:40:00,60
13.3.2015 00:45:00,58
13.3.2015 00:50:00,56
13.3.2015 00:55:00,56
13.3.2015 01:00:00,56
13.3.2015 01:05:00,54
13.3.2015 01:10:00,53
13.3.2015 01:15:00,52
13.3.2015 01:20:00,53
13.3.2015 01:25:00,51
13.3.2015 01:30:00,51
13.3.2015 01:35:00,49
13.3.2015 01:40:00,48
13.3.2015 01:45:00,49
13.3.2015 01:50:00,47
13.3.2015 01:55:00,48
13.3.2015 02:00:00,45
13.3.2015 02:05:00,45
13.3.2015 02:10:00,45
13.3.2015 02:15:00,44
13.3.2015 02:20:00,45
13.3.2015 02:25:00,45
13.3.2015 02:30:00,44
13.3.2015 02:35:00,46
13.3.2015 02:40:00,44
13.3.2015 02:45:00,44
13.3.2015 02:50:00,43
13.3.2015 02:55:00,44
13.3.2015 03:00:00,47
13.3.2015 03:05:00,46
13.3.2015 03:10:00,46
13.3.2015 03:15:00,46
13.3.2015 03:20:00,43
13.3.2015 03:25:00,48
13.3.2015 03:30:00,48
13.3.2015 03:35:00,49
13.3.2015 03:40:00,45
13.3.2015 03:45:00,44
13.3.2015 03:50:00,43
13.3.2015 03:55:00,43
13.3.2015 04:00:00,41
13.3.2015 04:05:00,40
13.3.2015 04:10:00,42
13.3.2015 04:15:00,39
13.3.2015 04:20:00,41
13.3.2015 04:25:00,41
13.3.2015 04:30:00,40
13.3.2015 04:35:00,37
13.3.2015 04:40:00,39
13.3.2015 04:45:00,38
13.3.2015 04:50:00,36
13.3.2015 04:55:00,35
13.3.2015 05:00:00,36
13.3.2015 05:05:00,35
13.3.2015 05:10:00,33
13.3.2015 05:15:00,35
13.3.2015 05:20:00,33
13.3.2015 05:25:00,36
13.3.2015 05:30:00,37
13.3.2015 05:35:00,38
13.3.2015 05:40:00,38
13.3.2015 05:45:00,38
13.3.2015 05:50:00,38
13.3.2015 05:55:00,39
13.3.2015 06:00:00,38
13.3.2015 06:05:00,38
13.3.2015 06:10:00,41
13.3.2015 06:15:00,40
13.3.2015 06:20:00,43
13.3.2015 06:25:00,42
13.3.2015 06:30:00,43
13.3.2015 06:35:00,47
13.3.2015 06:40:00,52
13.3.2015 06:45:00,51
13.3.2015 06:50:00,54
13.3.2015 06:55:00,55
13.3.2015 07:00:00,56
13.3.2015 07:05:00,61
13.3.2015 07:10:00,65
13.3.2015 07:15:00,76
13.3.2015 07:20:00,82
13.3.2015 07:25:00,86
13.3.2015 07:30:00,95
13.3.2015 07:35:00,106
13.3.2015 07:40:00,120
13.3.2015 07:45:00,123
13.3.2015 07:50:00,128
13.3.2015 07:55:00,137
13.3.2015 08:00:00,139
13.3.2015 08:05:00,143
13.3.2015 08:10:00,141
13.3.2015 08:15:00,140
13.3.2015 08:20:00,142
13.3.2015 08:25:00,139
13.3.2015 08:30:00,140
13.3.2015 08:35:00,146
13.3.2015 08:40:00,142
13.3.2015 08:45:00,133
13.3.2015 08:50:00,133
13.3.2015 08:55:00,125
13.3.2015 09:00:00,127
13.3.2015 09:05:00,128
13.3.2015 09:10:00,130
13.3.2015 09:15:00,126
13.3.2015 09:20:00,130
13.3.2015 09:25:00,126
13.3.2015 09:30:00,120
13.3.2015 09:35:00,118
13.3.2015 09:40:00,116
13.3.2015 09:45:00,109
13.3.2015 09:50:00,113
13.3.2015 09:55:00,115
13.3.2015 10:00:00,111
13.3.2015 10:05:00,115
13.3.2015 10:10:00,113
13.3.2015 10:15:00,110
13.3.2015 10:20:00,112
13.3.2015 10:25:00,107
13.3.2015 10:30:00,111
13.3.2015 10:35:00,107
13.3.2015 10:40:00,105
13.3.2015 10:45:00,105
13.3.2015 10:50:00,107
13.3.2015 10:55:00,105
13.3.2015 11:00:00,102
13.3.2015 11:05:00,103
13.3.2015 11:10:00,100
13.3.2015 11:15:00,99
13.3.2015 11:20:00,100
13.3.2015 11:25:00,100
13.3.2015 11:30:00,100
13.3.2015 11:35:00,100
13.3.2015 11:40:00,102
13.3.2015 11:45:00,102
13.3.2015 11:50:00,96
13.3.2015 11:55:00,100
13.3.2015 12:00:00,100
13.3.2015 12:05:00,100
13.3.2015 12:10:00,102
13.3.2015 12:15:00,99
13.3.2015 12:20:00,96
13.3.2015 12:25:00,95
13.3.2015 12:30:00,98
13.3.2015 12:35:00,97
13.3.2015 12:40:00,99
13.3.2015 12:45:00,94
13.3.2015 12:50:00,98
13.3.2015 12:55:00,95
13.3.2015 13:00:00,97
13.3.2015 13:05:00,97
13.3.2015 13:10:00,98
13.3.2015 13:15:00,98
13.3.2015 13:20:00,98
13.3.2015 13:25:00,95
13.3.2015 13:30:00,97
13.3.2015 13:35:00,100
13.3.2015 13:40:00,97
13.3.2015 13:45:00,99
13.3.2015 13:50:00,94
13.3.2015 13:55:00,97
13.3.2015 14:00:00,94
13.3.2015 14:05:00,97
13.3.2015 14:10:00,96
13.3.2015 14:15:00,95
13.3.2015 14:20:00,99
13.3.2015 14:25:00,92
13.3.2015 14:30:00,95
13.3.2015 14:35:00,92
13.3.2015 14:40:00,89
13.3.2015 14:45:00,92
13.3.2015 14:50:00,88
13.3.2015 14:55:00,88
13.3.2015 15:00:00,87
13.3.2015 15:05:00,87
13.3.2015 15:10:00,85
13.3.2015 15:15:00,84
13.3.2015 15:20:00,81
13.3.2015 15:25:00,84
13.3.2015 15:30:00,82
13.3.2015 15:35:00,82
13.3.2015 15:40:00,83
13.3.2015 15:45:00,79
13.3.2015 15:50:00,82
13.3.2015 15:55:00,77
13.3.2015 16:00:00,77
13.3.2015 16:05:00,79
13.3.2015 16:10:00,77
13.3.2015 16:15:00,77
13.3.2015 16:20:00,75
13.3.2015 16:25:00,74
13.3.2015 16:30:00,77
13.3.2015 16:35:00,78
13.3.2015 16:40:00,79
13.3.2015 16:45:00,78
13.3.2015 16:50:00,79
13.3.2015 16:55:00,79
13.3.2015 17:00:00,82
13.3.2015 17:05:00,81
13.3.2015 17:10:00,78
13.3.2015 17:15:00,78
13.3.2015 17:20:00,78
13.3.2015 17:25:00,82
13.3.2015 17:30:00,83
13.3.2015 17:35:00,79
13.3.2015 17:40:00,86
13.3.2015 17:45:00,103
13.3.2015 17:50:00,106
13.3.2015 17:55:00,97
13.3.2015 18:00:00,82
13.3.2015 18:05:00,80
13.3.2015 18:10:00,85
13.3.2015 18:15:00,90
13.3.2015 18:20:00,87
13.3.2015 18:25:00,88
13.3.2015 18:30:00,87
13.3.2015 18:35:00,89
13.3.2015 18:40:00,85
13.3.2015 18:45:00,91
13.3.2015 18:50:00,92
13.3.2015 18:55:00,92
13.3.2015 19:00:00,91
13.3.2015 19:05:00,93
13.3.2015 19:10:00,93
13.3.2015 19:15:00,97
13.3.2015 19:20:00,92
13.3.2015 19:25:00,95
13.3.2015 19:30:00,95
13.3.2015 19:35:00,93
13.3.2015 19:40:00,95
13.3.2015 19:45:00,94
13.3.2015 19:50:00,95
13.3.2015 19:55:00,95
13.3.2015 20:00:00,94
13.3.2015 20:05:00,91
13.3.2015 20:10:00,93
13.3.2015 20:15:00,92
13.3.2015 20:20:00,92
13.3.2015 20:25:00,88
13.3.2015 20:30:00,89
13.3.2015 20:35:00,92
13.3.2015 20:40:00,89
13.3.2015 20:45:00,88
13.3.2015 20:50:00,90
13.3.2015 20:55:00,91
13.3.2015 21:00:00,90
13.3.2015 21:05:00,83
13.3.2015 21:10:00,89
13.3.2015 21:15:00,90
13.3.2015 21:20:00,90
13.3.2015 21:25:00,91
13.3.2015 21:30:00,87
13.3.2015 21:35:00,79
13.3.2015 21:40:00,76
13.3.2015 21:45:00,78
13.3.2015 21:50:00,78
13.3.2015 21:55:00,79
13.3.2015 22:00:00,76
13.3.2015 22:05:00,74
13.3.2015 22:10:00,73
13.3.2015 22:15:00,73
13.3.2015 22:20:00,72
13.3.2015 22:25:00,71
13.3.2015 22:30:00,72
13.3.2015 22:35:00,72
13.3.2015 22:40:00,72
13.3.2015 22:45:00,71
13.3.2015 22:50:00,75
13.3.2015 22:55:00,73
13.3.2015 23:00:00,73
13.3.2015 23:05:00,72
13.3.2015 23:10:00,69
13.3.2015 23:15:00,72
13.3.2015 23:20:00,70
13.3.2015 23:25:00,70
13.3.2015 23:30:00,69
13.3.2015 23:35:00,71
13.3.2015 23:40:00,72
13.3.2015 23:45:00,72
13.3.2015 23:50:00,70
13.3.2015 23:55:00,70
14.3.2015 00:00:00,66
14.3.2015 00:05:00,64
14.3.2015 00:10:00,64
14.3.2015 00:15:00,65
14.3.2015 00:20:00,63
14.3.2015 00:25:00,63
14.3.2015 00:30:00,65
14.3.2015 00:35:00,61
14.3.2015 00:40:00,59
14.3.2015 00:45:00,56
14.3.2015 00:50:00,56
14.3.2015 00:55:00,55
14.3.2015 01:00:00,55
14.3.2015 01:05:00,56
14.3.2015 01:10:00,54
14.3.2015 01:15:00,54
14.3.2015 01:20:00,54
14.3.2015 01:25:00,54
14.3.2015 01:30:00,51
14.3.2015 01:35:00,53
14.3.2015 01:40:00,51
14.3.2015 01:45:00,50
14.3.2015 01:50:00,49
14.3.2015 01:55:00,48
14.3.2015 02:00:00,46
14.3.2015 02:05:00,47
14.3.2015 02:10:00,46
14.3.2015 02:15:00,47
14.3.2015 02:20:00,46
14.3.2015 02:25:00,44
14.3.2015 02:30:00,49
14.3.2015 02:35:00,44
14.3.2015 02:40:00,47
14.3.2015 02:45:00,45
14.3.2015 02:50:00,47
14.3.2015 02:55:00,45
14.3.2015 03:00:00,44
14.3.2015 03:05:00,44
14.3.2015 03:10:00,43
14.3.2015 03:15:00,44
14.3.2015 03:20:00,42
14.3.2015 03:25:00,41
14.3.2015 03:30:00,41
14.3.2015 03:35:00,41
14.3.2015 03:40:00,41
14.3.2015 03:45:00,43
14.3.2015 03:50:00,40
14.3.2015 03:55:00,41
14.3.2015 04:00:00,46
14.3.2015 04:05:00,45
14.3.2015 04:10:00,43
14.3.2015 04:15:00,45
14.3.2015 04:20:00,40
14.3.2015 04:25:00,40
14.3.2015 04:30:00,38
14.3.2015 04:35:00,38
14.3.2015 04:40:00,38
14.3.2015 04:45:00,39
14.3.2015 04:50:00,37
14.3.2015 04:55:00,37
14.3.2015 05:00:00,39
14.3.2015 05:05:00,39
14.3.2015 05:10:00,38
14.3.2015 05:15:00,40
14.3.2015 05:20:00,38
14.3.2015 05:25:00,32
14.3.2015 05:30:00,33
14.3.2015 05:35:00,34
14.3.2015 05:40:00,33
14.3.2015 05:45:00,35
14.3.2015 05:50:00,34
14.3.2015 05:55:00,36
14.3.2015 06:00:00,36
14.3.2015 06:05:00,34
14.3.2015 06:10:00,32
14.3.2015 06:15:00,32
14.3.2015 06:20:00,33
14.3.2015 06:25:00,35
14.3.2015 06:30:00,34
14.3.2015 06:35:00,33
14.3.2015 06:40:00,35
14.3.2015 06:45:00,37
14.3.2015 06:50:00,37
14.3.2015 06:55:00,39
14.3.2015 07:00:00,39
14.3.2015 07:05:00,41
14.3.2015 07:10:00,41
14.3.2015 07:15:00,45
14.3.2015 07:20:00,45
14.3.2015 07:25:00,48
14.3.2015 07:30:00,49
14.3.2015 07:35:00,49
14.3.2015 07:40:00,51
14.3.2015 07:45:00,51
14.3.2015 07:50:00,56
14.3.2015 07:55:00,56
14.3.2015 08:00:00,57
14.3.2015 08:05:00,61
14.3.2015 08:10:00,64
14.3.2015 08:15:00,66
14.3.2015 08:20:00,73
14.3.2015 08:25:00,77
14.3.2015 08:30:00,79
14.3.2015 08:35:00,87
14.3.2015 08:40:00,86
14.3.2015 08:45:00,91
14.3.2015 08:50:00,92
14.3.2015 08:55:00,91
14.3.2015 09:00:00,95
14.3.2015 09:05:00,100
14.3.2015 09:10:00,104
14.3.2015 09:15:00,108
14.3.2015 09:20:00,115
14.3.2015 09:25:00,112
14.3.2015 09:30:00,113
14.3.2015 09:35:00,118
14.3.2015 09:40:00,121
14.3.2015 09:45:00,131
14.3.2015 09:50:00,133
14.3.2015 09:55:00,133
14.3.2015 10:00:00,128
14.3.2015 10:05:00,133
14.3.2015 10:10:00,133
14.3.2015 10:15:00,133
14.3.2015 10:20:00,137
14.3.2015 10:25:00,132
14.3.2015 10:30:00,134
14.3.2015 10:35:00,136
14.3.2015 10:40:00,134
14.3.2015 10:45:00,134
14.3.2015 10:50:00,135
14.3.2015 10:55:00,138
14.3.2015 11:00:00,140
14.3.2015 11:05:00,140
14.3.2015 11:10:00,133
14.3.2015 11:15:00,129
14.3.2015 11:20:00,128
14.3.2015 11:25:00,125
14.3.2015 11:30:00,127
14.3.2015 11:35:00,121
14.3.2015 11:40:00,121
14.3.2015 11:45:00,122
14.3.2015 11:50:00,123
14.3.2015 11:55:00,122
14.3.2015 12:00:00,123
14.3.2015 12:05:00,122
14.3.2015 12:10:00,122
14.3.2015 12:15:00,121
14.3.2015 12:20:00,116
14.3.2015 12:25:00,114
14.3.2015 12:30:00,117
14.3.2015 12:35:00,115
14.3.2015 12:40:00,113
14.3.2015 12:45:00,112
14.3.2015 12:50:00,105
14.3.2015 12:55:00,107
14.3.2015 13:00:00,112
14.3.2015 13:05:00,111
14.3.2015 13:10:00,107
14.3.2015 13:15:00,107
14.3.2015 13:20:00,106
14.3.2015 13:25:00,103
14.3.2015 13:30:00,105
14.3.2015 13:35:00,103
14.3.2015 13:40:00,103
14.3.2015 13:45:00,102
14.3.2015 13:50:00,104
14.3.2015 13:55:00,101
14.3.2015 14:00:00,102
14.3.2015 14:05:00,103
14.3.2015 14:10:00,101
14.3.2015 14:15:00,103
14.3.2015 14:20:00,101
14.3.2015 14:25:00,101
14.3.2015 14:30:00,100
14.3.2015 14:35:00,99
14.3.2015 14:40:00,95
14.3.2015 14:45:00,97
14.3.2015 14:50:00,97
14.3.2015 14:55:00,100
14.3.2015 15:00:00,100
14.3.2015 15:05:00,97
14.3.2015 15:10:00,97
14.3.2015 15:15:00,95
14.3.2015 15:20:00,97
14.3.2015 15:25:00,96
14.3.2015 15:30:00,94
14.3.2015 15:35:00,96
14.3.2015 15:40:00,94
14.3.2015 15:45:00,88
14.3.2015 15:50:00,95
14.3.2015 15:55:00,95
