Basin,Model Bias,Model Confidence,NSE,NSE High Flow,RMSE
WOL4-C01,0.09013306588749137,0.09567024731755823,-4.577293687430686,6.959666344036055,0.41932758864795827
MOL5-U17,-0.5011304066671814,-0.13117994007592665,-1.1896605570839873,1.1569202782354973,1.1754146795838176
WOL5-U05,-0.6954532604644369,-0.10097063626195557,0.07693400843022796,0.8365913155765466,1.1226683987491948
MAL1-C11,1.7502476975035166,3.1919329527033087,-27.13275236136928,44.72132670198827,0.44012513239648693
BNV8-U19,-0.5702468365175922,-0.1614732913888091,-30.633293663357026,9.959314898900116,4.548198954436861
BNV4-U11,1.691567595867024,7.290217459434062,-47.80103926542838,73.47076590536618,0.2728224967425871
