date,U11,Baseflow,U11_without_baseflow,BNV4
2016-01-01 00:00:00,15.75,44.166666666666664,0.0006666666666666666,0.013915519833333334
2016-01-01 01:00:00,15.583333333333334,39.416666666666664,0.0005833333333333334,0.15525065058333334
2016-01-01 02:00:00,25.166666666666668,35.25,0.004583333333333333,0.0
2016-01-01 03:00:00,18.5,36.416666666666664,0.0026666666666666666,0.0
2016-01-01 04:00:00,14.25,37.0,0.0003333333333333333,0.0
2016-01-01 05:00:00,8.25,37.833333333333336,0.0,0.0
2016-01-01 06:00:00,8.416666666666666,45.333333333333336,0.0,0.0
2016-01-01 07:00:00,11.666666666666666,48.25,0.0006666666666666666,0.0
2016-01-01 08:00:00,9.083333333333334,59.166666666666664,0.0,0.0
2016-01-01 09:00:00,9.25,59.0,0.0,0.0
2016-01-01 10:00:00,10.833333333333334,68.0,0.0,0.0
2016-01-01 11:00:00,13.333333333333334,73.58333333333333,0.0,0.0
2016-01-01 12:00:00,16.916666666666668,72.25,0.0,0.0
2016-01-01 13:00:00,16.75,73.75,0.0,0.0
2016-01-01 14:00:00,13.666666666666666,75.58333333333333,0.0,0.0
2016-01-01 15:00:00,11.166666666666666,71.91666666666667,0.0,0.0
2016-01-01 16:00:00,15.333333333333334,70.16666666666667,0.0,0.0
2016-01-01 17:00:00,13.666666666666666,66.75,0.0,0.0
2016-01-01 18:00:00,12.25,66.08333333333333,0.0,0.0
2016-01-01 19:00:00,8.833333333333334,56.333333333333336,0.0,0.0
2016-01-01 20:00:00,13.416666666666666,54.916666666666664,0.0,0.0
2016-01-01 21:00:00,7.333333333333333,53.083333333333336,0.0,0.0
2016-01-01 22:00:00,14.416666666666666,45.666666666666664,8.333333333333333e-05,0.0
2016-01-01 23:00:00,10.416666666666666,45.083333333333336,0.0,0.0
2016-01-02 00:00:00,8.5,44.166666666666664,0.0,0.0
2016-01-02 01:00:00,8.416666666666666,39.416666666666664,0.0,0.0
2016-01-02 02:00:00,9.083333333333334,35.25,0.00225,0.0
2016-01-02 03:00:00,7.833333333333333,36.416666666666664,0.0,0.06285817183333332
2016-01-02 04:00:00,15.0,37.0,0.0,0.10176795475
2016-01-02 05:00:00,58.0,37.833333333333336,0.025333333333333333,0.11426848525
2016-01-02 06:00:00,58.666666666666664,45.333333333333336,0.016666666666666666,0.09171232766666666
2016-01-02 07:00:00,56.416666666666664,48.25,0.016583333333333335,0.08785243491666667
2016-01-02 08:00:00,44.333333333333336,59.166666666666664,0.0031666666666666666,0.014938636166666667
2016-01-02 09:00:00,26.916666666666668,59.0,0.0013333333333333333,0.0
2016-01-02 10:00:00,21.25,68.0,0.0,0.0
2016-01-02 11:00:00,17.75,73.58333333333333,0.0,0.0
2016-01-02 12:00:00,16.916666666666668,72.25,0.0,0.0
2016-01-02 13:00:00,15.916666666666666,73.75,0.0,0.0
2016-01-02 14:00:00,14.25,75.58333333333333,0.0,0.0
2016-01-02 15:00:00,15.666666666666666,71.91666666666667,0.0,0.0
2016-01-02 16:00:00,17.25,70.16666666666667,0.0,0.0
2016-01-02 17:00:00,12.5,66.75,0.0,0.0
2016-01-02 18:00:00,14.916666666666666,66.08333333333333,0.0,0.0
2016-01-02 19:00:00,15.333333333333334,56.333333333333336,0.0,0.016324069333333333
2016-01-02 20:00:00,89.25,54.916666666666664,0.050749999999999997,0.6871351069166667
2016-01-02 21:00:00,209.0,53.083333333333336,0.15591666666666668,0.47105351325
2016-01-02 22:00:00,156.33333333333334,45.666666666666664,0.11066666666666668,0.06062915916666667
